careful,24121997,True,50,8,-,0,234,"[0, 25]","[0, 25]"
careful,24121997,True,50,8,-,1,232,"[0, 24]","[0, 24]"
careful,24121997,True,50,8,-,1,228,"[0, 22]","[0, 22]"
careful,24121997,True,50,8,-,1,238,"[0, 27]","[0, 27]"
careful,24121997,True,50,8,-,0,228,"[0, 22]","[0, 22]"
careful,24121997,True,50,8,-,0,234,"[0, 25]","[0, 25]"
careful,24121997,True,50,8,-,1,244,"[0, 30]","[0, 30]"
careful,24121997,True,50,8,-,0,230,"[0, 23]","[0, 23]"
careful,24121997,True,50,8,-,1,230,"[0, 23]","[0, 23]"
careful,24121997,True,50,8,-,0,242,"[0, 29]","[0, 29]"
careful,24121997,True,50,8,-,0,228,"[0, 22]","[0, 22]"
careful,24121997,True,50,8,-,1,230,"[0, 23]","[0, 23]"
careful,24121997,True,50,8,-,0,234,"[0, 25]","[0, 25]"
careful,24121997,True,50,8,-,0,230,"[0, 23]","[0, 23]"
careful,24121997,True,50,8,-,0,228,"[0, 22]","[0, 22]"
careful,24121997,True,50,8,-,0,232,"[0, 24]","[0, 24]"
careful,24121997,True,50,8,-,0,228,"[0, 22]","[0, 22]"
careful,24121997,True,50,8,-,0,238,"[0, 27]","[0, 27]"
careful,24121997,True,50,8,-,0,228,"[0, 22]","[0, 22]"
careful,24121997,True,50,8,-,0,228,"[0, 22]","[0, 22]"
careful,24121997,True,50,8,-,1,238,"[0, 27]","[0, 27]"
careful,24121997,True,50,8,-,0,234,"[0, 25]","[0, 25]"
careful,24121997,True,50,8,-,0,228,"[0, 22]","[0, 22]"
careful,24121997,True,50,8,-,0,238,"[0, 27]","[0, 27]"
careful,24121997,True,50,8,-,0,242,"[0, 29]","[0, 29]"
careful,24121997,True,50,8,-,0,232,"[0, 24]","[0, 24]"
careful,24121997,True,50,8,-,1,230,"[0, 23]","[0, 23]"
careful,24121997,True,50,8,-,1,230,"[0, 23]","[0, 23]"
careful,24121997,True,50,8,-,0,228,"[0, 22]","[0, 22]"
careful,24121997,True,50,8,-,1,240,"[0, 28]","[0, 28]"
careful,24121997,True,50,8,-,0,228,"[0, 22]","[0, 22]"
careful,24121997,True,50,8,-,0,234,"[0, 25]","[0, 25]"
careful,24121997,True,50,8,-,0,228,"[0, 22]","[0, 22]"
careful,24121997,True,50,8,-,0,228,"[0, 22]","[0, 22]"
careful,24121997,True,50,8,-,1,232,"[0, 24]","[0, 24]"
careful,24121997,True,50,8,-,1,230,"[0, 23]","[0, 23]"
careful,24121997,True,50,8,-,0,228,"[0, 22]","[0, 22]"
careful,24121997,True,50,8,-,1,230,"[0, 23]","[0, 23]"
careful,24121997,True,50,8,-,1,234,"[0, 25]","[0, 25]"
careful,24121997,True,50,8,-,1,228,"[0, 22]","[0, 22]"
careful,24121997,True,50,8,-,0,230,"[0, 23]","[0, 23]"
careful,24121997,True,50,8,-,0,238,"[0, 27]","[0, 27]"
careful,24121997,True,50,8,-,0,228,"[0, 22]","[0, 22]"
careful,24121997,True,50,8,-,0,232,"[0, 24]","[0, 24]"
careful,24121997,True,50,8,-,0,238,"[0, 27]","[0, 27]"
careful,24121997,True,50,8,-,0,234,"[0, 25]","[0, 25]"
careful,24121997,True,50,8,-,0,228,"[0, 22]","[0, 22]"
careful,24121997,True,50,8,-,0,230,"[0, 23]","[0, 23]"
careful,24121997,True,50,8,-,0,236,"[0, 26]","[0, 26]"
careful,24121997,True,50,8,-,0,232,"[0, 24]","[0, 24]"
careful,24121997,True,50,8,-,1,238,"[0, 27]","[0, 27]"
careful,24121997,True,50,8,-,0,230,"[0, 23]","[0, 23]"
careful,24121997,True,50,8,-,1,236,"[0, 26]","[0, 26]"
careful,24121997,True,50,8,-,1,240,"[0, 28]","[0, 28]"
careful,24121997,True,50,8,-,0,232,"[0, 24]","[0, 24]"
careful,24121997,True,50,8,-,1,236,"[0, 26]","[0, 26]"
careful,24121997,True,50,8,-,0,234,"[0, 25]","[0, 25]"
careful,24121997,True,50,8,-,0,230,"[0, 23]","[0, 23]"
careful,24121997,True,50,8,-,0,228,"[0, 22]","[0, 22]"
careful,24121997,True,50,8,-,1,228,"[0, 22]","[0, 22]"
careful,24121997,True,50,8,-,0,230,"[0, 23]","[0, 23]"
careful,24121997,True,50,8,-,0,232,"[0, 24]","[0, 24]"
careful,24121997,True,50,8,-,1,242,"[0, 29]","[0, 29]"
careful,24121997,True,50,8,-,0,240,"[0, 28]","[0, 28]"
careful,24121997,True,50,8,-,1,240,"[0, 28]","[0, 28]"
careful,24121997,True,50,8,-,0,232,"[0, 24]","[0, 24]"
careful,24121997,True,50,8,-,0,244,"[0, 30]","[0, 30]"
careful,24121997,True,50,8,-,1,242,"[0, 29]","[0, 29]"
careful,24121997,True,50,8,-,0,242,"[0, 29]","[0, 29]"
careful,24121997,True,50,8,-,0,244,"[0, 30]","[0, 30]"
careful,24121997,True,50,8,-,0,242,"[0, 29]","[0, 29]"
careful,24121997,True,50,8,-,0,230,"[0, 23]","[0, 23]"
careful,24121997,True,50,8,-,0,232,"[0, 24]","[0, 24]"
careful,24121997,True,50,8,-,0,230,"[0, 23]","[0, 23]"
careful,24121997,True,50,8,-,0,228,"[0, 22]","[0, 22]"
careful,24121997,True,50,8,-,0,228,"[0, 22]","[0, 22]"
careful,24121997,True,50,8,-,0,236,"[0, 26]","[0, 26]"
careful,24121997,True,50,8,-,0,230,"[0, 23]","[0, 23]"
careful,24121997,True,50,8,-,0,228,"[0, 22]","[0, 22]"
careful,24121997,True,50,8,-,0,228,"[0, 22]","[0, 22]"
careful,24121997,True,50,8,-,0,232,"[0, 24]","[0, 24]"
careful,24121997,True,50,8,-,0,230,"[0, 23]","[0, 23]"
careful,24121997,True,50,8,-,0,230,"[0, 23]","[0, 23]"
careful,24121997,True,50,8,-,1,234,"[0, 25]","[0, 25]"
careful,24121997,True,50,8,-,0,234,"[0, 25]","[0, 25]"
careful,24121997,True,50,8,-,0,228,"[0, 22]","[0, 22]"
careful,24121997,True,50,8,-,0,242,"[0, 29]","[0, 29]"
careful,24121997,True,50,8,-,1,242,"[0, 29]","[0, 29]"
careful,24121997,True,50,8,-,0,232,"[0, 24]","[0, 24]"
careful,24121997,True,50,8,-,1,244,"[0, 30]","[0, 30]"
careful,24121997,True,50,8,-,0,234,"[0, 25]","[0, 25]"
careful,24121997,True,50,8,-,1,228,"[0, 22]","[0, 22]"
careful,24121997,True,50,8,-,0,238,"[0, 27]","[0, 27]"
careful,24121997,True,50,8,-,0,230,"[0, 23]","[0, 23]"
careful,24121997,True,50,8,-,1,230,"[0, 23]","[0, 23]"
careful,24121997,True,50,8,-,1,240,"[0, 28]","[0, 28]"
careful,24121997,True,50,8,-,0,230,"[0, 23]","[0, 23]"
careful,24121997,True,50,8,-,1,228,"[0, 22]","[0, 22]"
