aggressiv,24121997,True,50,0,100,1,61,"[0, 16]","[0, 16]"
aggressiv,24121997,True,50,0,100,1,56,"[0, 1]","[0, 1]"
aggressiv,24121997,True,50,0,100,-1,3000,"[0, 51]","[3, 843]"
aggressiv,24121997,True,50,0,100,-1,3000,"[0, 52]","[32, 830]"
aggressiv,24121997,True,50,0,100,-1,3000,"[0, 52]","[35, 789]"
aggressiv,24121997,True,50,0,100,1,20,"[0, 5]","[0, 5]"
aggressiv,24121997,True,50,0,100,1,32,"[0, 6]","[0, 6]"
aggressiv,24121997,True,50,0,100,1,56,"[14, 1]","[15, 1]"
aggressiv,24121997,True,50,0,100,-1,3000,"[0, 52]","[12, 781]"
aggressiv,24121997,True,50,0,100,1,68,"[0, 2]","[0, 2]"
aggressiv,24121997,True,50,0,100,1,69,"[0, 7]","[0, 7]"
aggressiv,24121997,True,50,0,100,-1,3000,"[0, 52]","[11, 794]"
aggressiv,24121997,True,50,0,100,1,81,"[0, 17]","[0, 17]"
aggressiv,24121997,True,50,0,100,1,7,"[0, 2]","[0, 2]"
aggressiv,24121997,True,50,0,100,-1,3000,"[0, 52]","[27, 738]"
aggressiv,24121997,True,50,0,100,-1,3000,"[0, 50]","[0, 698]"
aggressiv,24121997,True,50,0,100,1,90,"[19, 6]","[25, 6]"
aggressiv,24121997,True,50,0,100,1,86,"[0, 11]","[0, 11]"
aggressiv,24121997,True,50,0,100,1,1351,"[0, 52]","[0, 325]"
aggressiv,24121997,True,50,0,100,1,12,"[0, 5]","[0, 5]"
aggressiv,24121997,True,50,0,100,1,31,"[0, 11]","[0, 11]"
aggressiv,24121997,True,50,0,100,-1,3000,"[0, 52]","[61, 703]"
aggressiv,24121997,True,50,0,100,1,426,"[5, 27]","[37, 37]"
aggressiv,24121997,True,50,0,100,-1,3000,"[0, 51]","[12, 776]"
aggressiv,24121997,True,50,0,100,-1,3000,"[0, 49]","[1, 796]"
aggressiv,24121997,True,50,0,100,-1,3000,"[0, 51]","[6, 785]"
aggressiv,24121997,True,50,0,100,-1,3000,"[0, 52]","[2, 779]"
aggressiv,24121997,True,50,0,100,-1,3000,"[0, 52]","[38, 726]"
aggressiv,24121997,True,50,0,100,-1,3000,"[0, 52]","[61, 812]"
aggressiv,24121997,True,50,0,100,1,7,"[0, 1]","[0, 1]"
aggressiv,24121997,True,50,0,100,1,77,"[0, 23]","[0, 23]"
aggressiv,24121997,True,50,0,100,-1,3000,"[0, 51]","[23, 754]"
aggressiv,24121997,True,50,0,100,1,246,"[0, 17]","[0, 21]"
aggressiv,24121997,True,50,0,100,-1,3000,"[0, 52]","[43, 802]"
aggressiv,24121997,True,50,0,100,1,40,"[0, 12]","[0, 12]"
aggressiv,24121997,True,50,0,100,1,102,"[20, 9]","[25, 9]"
aggressiv,24121997,True,50,0,100,-1,3000,"[0, 50]","[0, 865]"
aggressiv,24121997,True,50,0,100,-1,3000,"[0, 52]","[24, 657]"
aggressiv,24121997,True,50,0,100,1,38,"[0, 10]","[0, 10]"
aggressiv,24121997,True,50,0,100,1,74,"[0, 13]","[0, 13]"
aggressiv,24121997,True,50,0,100,-1,3000,"[0, 52]","[19, 721]"
aggressiv,24121997,True,50,0,100,-1,3000,"[0, 51]","[9, 797]"
aggressiv,24121997,True,50,0,100,1,582,"[0, 15]","[0, 32]"
aggressiv,24121997,True,50,0,100,-1,3000,"[0, 50]","[5, 714]"
aggressiv,24121997,True,50,0,100,1,112,"[0, 4]","[0, 4]"
aggressiv,24121997,True,50,0,100,-1,3000,"[0, 52]","[47, 816]"
aggressiv,24121997,True,50,0,100,1,87,"[0, 9]","[0, 9]"
